"id","product_id","designer","seller_id","sku","name","hsn_code","material","color","no_of_components","barcode","short_description","description","tags","gender","occasions","mrp","categories","product_url","created_at","updated_at"
770,100829,Anushé Pirani,87,fi24w14,Island Breeze Kaftan,"61044200","Handwoven Cotton Ikat                                                        - 100% cotton- Handmade in India, Handwoven Cotton Ikat                                                        
- 100% cotton
- Handmade in India
",WHITE,"1","fi24w14, fi24w14xswhite, fi24w14swhite, fi24w14mwhite, fi24w14lwhite, fi24w14xlwhite, fi24w142xlwhite","<p>ISLAND BREEZE KAFTAN - Light and breezy, perfect for warm days</p>","<p>The Island Breeze Kaftan is the ultimate blend of comfort and style. With its airy silhouette and effortless drape, it&rsquo;s perfect for sunny getaways or leisurely days. Feel the breeze and soak up the vibes wherever you go.</p>
<p><strong>Product Details:</strong></p>
<ul>
<li>Slip-on style</li>
<li>Front &amp; back drawstring ties</li>
<li>Side slits</li>
</ul>
<p><strong>Fabric Details:</strong></p>
<ul>
<li>Handwoven Cotton Ikat</li>
<li>100% cotton</li>
<li>Handmade in India</li>
</ul>
<p><strong>Size &amp; Fit:</strong></p>
<ul>
<li>Model Uujasna is 5.8 ft., wearing size XS-S-M</li>
<li>Her body measurements: Chest - 33&rdquo;, Waist - 27.5&rdquo;, Hip - 37&rdquo;</li>
<li>Fit: Oversized</li>
</ul>","Handwoven Cotton, Ikat, womenswear",Women,BridesmaidWeddingSangeetMehendiEngagementHaldiReceptionCasual OutingsBrunchWorkwearTravelResort WearLounge WearCocktailSundownerNight WearRed CarpetDinner DateClubbing AnniversaryBaby ShowerBirthdayGraduationHousewarmingFarewell,0.00,"Women, Dresses",https://thechicindian.com/product-details-sku/fi24w14,"2025-11-23 11:26:30","2025-11-23 11:26:30"
771,100833,Anushé Pirani,87,fi24w15,The Little Big Dress,"61044200","Handwoven Cotton Ikat                                                        - 100% cotton- Handmade in India, Handwoven Cotton Ikat                                                        
- 100% cotton
- Handmade in India
",ROYAL BLUE,"1","fi24w15, fi24w15xsroyalblue, fi24w15sroyalblue, fi24w15mroyalblue, fi24w15lroyalblue, fi24w15xlroyalblue, fi24w152xlroyalblue","<p>THE LITTLE BIG DRESS - Small in size, big with sleeves.</p>","<p>The Little Big Dress combines playful proportions with everyday ease. Featuring a button-down dress with oversized sleeves, it&rsquo;s perfect for making a statement without trying too hard. Big on comfort, bold on style.</p>
<p><strong>Product Details:</strong></p>
<ul>
<li>Button-down</li>
<li>Side pockets</li>
</ul>
<p><strong>Fabric Details:</strong></p>
<ul>
<li>Handwoven Cotton Ikat</li>
<li>100% cotton</li>
<li>Handmade in India</li>
</ul>
<p><strong>Size &amp; Fit:</strong></p>
<ul>
<li>Model Uujasna is 5.8 ft., wearing size XS-S-M</li>
<li>Her body measurements: Chest - 33&rdquo;, Waist - 27.5&rdquo;, Hip - 37&rdquo;</li>
<li>Fit: Regular</li>
</ul>","Handwoven Cotton, Ikat, womenswear",Women,BridesmaidWeddingSangeetMehendiEngagementHaldiReceptionCasual OutingsBrunchWorkwearTravelResort WearLounge WearCocktailSundownerNight WearRed CarpetDinner DateClubbing AnniversaryBaby ShowerBirthdayGraduationHousewarmingFarewell,0.00,"Women, Dresses",https://thechicindian.com/product-details-sku/fi24w15,"2025-11-23 11:26:30","2025-11-23 11:26:30"
772,100835,Anushé Pirani,87,fi24w16a,Slouchy Pleated Shorts,"61046200","Handwoven Cotton Ikat                                                        - 100% cotton- Handmade in India- 100% cotton pocket lining, Handwoven Cotton Ikat                                                        
- 100% cotton
- Handmade in India
- 100% cotton pocket lining",WHITE,"1","fi24w16a, fi24w16axswhite, fi24w16aswhite, fi24w16amwhite, fi24w16alwhite, fi24w16axlwhite, fi24w16a2xlwhite",<p>SLOUCHY PLEATED SHORTS - Loose fit with stylish pleats</p>,"<p>The Slouchy Pleated Shorts offer the perfect mix of comfort and polish. With a relaxed fit and soft pleats, they&rsquo;re effortlessly chic and versatile&mdash;ideal for casual days or dressed-up moments.</p>
<p><strong>Product Details:</strong></p>
<ul>
<li>Mid-rise</li>
<li>Side &amp; back pockets</li>
<li>Front zip &amp; button closure</li>
</ul>
<p><strong>Fabric Details:</strong></p>
<ul>
<li>Handwoven Cotton Ikat</li>
<li>100% cotton</li>
<li>100% cotton pocket lining</li>
<li>Handmade in India</li>
</ul>
<p><strong>Size &amp; Fit:</strong></p>
<ul>
<li>Model Uujasna is 5.8 ft., wearing size S</li>
<li>Her body measurements: Chest - 33&rdquo;, Waist - 27.5&rdquo;, Hip - 37&rdquo;</li>
<li>Fit: Regular</li>
</ul>","Handwoven Cotton, Ikat, womenswear",Women,BridesmaidWeddingSangeetMehendiEngagementHaldiReceptionCasual OutingsBrunchWorkwearTravelResort WearLounge WearCocktailSundownerNight WearRed CarpetDinner DateClubbing AnniversaryBaby ShowerBirthdayGraduationHousewarmingFarewell,0.00,"Women, Bottoms, Shorts",https://thechicindian.com/product-details-sku/fi24w16a,"2025-11-23 11:26:30","2025-11-23 11:26:30"
773,100839,Anushé Pirani,87,fi24w17a,Pink Swing & Sway Skirt,"61045200","Handwoven Cotton Ikat                                                        - 100% cotton- Handmade in India- 100% cotton lining, Handwoven Cotton Ikat                                                        
- 100% cotton
- Handmade in India
- 100% cotton lining",PINK,"1","fi24w17a, fi24w17axspink, fi24w17aspink, fi24w17ampink, fi24w17alpink, fi24w17axlpink, fi24w17a2xlpink",<p>SWING &amp; SWAY SKIRT - Flowy skirt that moves with you.</p>,"<p>The Swing &amp; Sway Skirt is all about movement and charm. With its flowing silhouette and playful design, it&rsquo;s perfect for twirling through your day in effortless style.</p>
<p><strong>Product Details:</strong></p>
<ul>
<li>Side conceal zipper</li>
<li>High-low hem</li>
<li>Lined yoke</li>
</ul>
<p><strong>Fabric Details:</strong></p>
<ul>
<li>Handwoven Cotton Ikat</li>
<li>100% cotton</li>
<li>100% cotton lining</li>
<li>Handmade in India</li>
</ul>
<p><strong>Size &amp; Fit:</strong></p>
<ul>
<li>Model Uujasna is 5.8 ft., wearing size S</li>
<li>Her body measurements: Chest - 33&rdquo;, Waist - 27.5&rdquo;, Hip - 37&rdquo;</li>
<li>Fit: Regular</li>
</ul>","Handwoven Cotton, Ikat, womenswear",Women,BridesmaidWeddingSangeetMehendiEngagementHaldiReceptionCasual OutingsBrunchWorkwearTravelResort WearLounge WearCocktailSundownerNight WearRed CarpetDinner DateClubbing AnniversaryBaby ShowerBirthdayGraduationHousewarmingFarewell,0.00,"Women, Bottoms, Skirts",https://thechicindian.com/product-details-sku/fi24w17a,"2025-11-23 11:26:30","2025-11-23 11:26:30"
774,100844,Anushé Pirani,87,fi24w18,Pleated Midi Skirt,"61045200","Handwoven Cotton Ikat                                                        - 100% cotton- Handmade in India, Handwoven Cotton Ikat                                                        
- 100% cotton
- Handmade in India
",GREY,"1","fi24w18, fi24w18xsgrey, fi24w18sgrey, fi24w18mgrey, fi24w18lgrey, fi24w18xlgrey, fi24w182xlgrey",<p>PLEATED MIDI SKIRT - Classic pleats in a mid-length style.</p>,"<p>The Pleated Midi Skirt combines timeless elegance with everyday versatility. Featuring sharp pleats and a graceful length, it moves beautifully with every step&mdash;perfect for dressing up or down.</p>
<p><strong>Product Details:</strong></p>
<ul>
<li>Button-down</li>
<li>Side pockets</li>
<li>Side slits</li>
</ul>
<p><strong>Fabric Details:</strong></p>
<ul>
<li>Handwoven Cotton Ikat</li>
<li>100% cotton</li>
<li>Handmade in India</li>
</ul>
<p><strong>Size &amp; Fit:</strong></p>
<ul>
<li>Model Uujasna is 5.8 ft., wearing size XS</li>
<li>Her body measurements: Chest - 33&rdquo;, Waist - 27.5&rdquo;, Hip - 37&rdquo;</li>
<li>Fit: Regular</li>
</ul>","Handwoven Cotton, Ikat, womenswear",Women,BridesmaidWeddingSangeetMehendiEngagementHaldiReceptionCasual OutingsBrunchWorkwearTravelResort WearLounge WearCocktailSundownerNight WearRed CarpetDinner DateClubbing AnniversaryBaby ShowerBirthdayGraduationHousewarmingFarewell,0.00,"Women, Bottoms, Skirts",https://thechicindian.com/product-details-sku/fi24w18,"2025-11-23 11:26:30","2025-11-23 11:26:30"
775,100846,Anushé Pirani,87,fi24w19a,Kick & Flare Pants,"61046200",Handwoven Cotton Ikat                                                        - 100% cotton- Handmade in India- 100% cotton pocket lining,ROYAL BLUE,"1","fi24w19a, fi24w19axsroyalblue","<p>KICK &amp; FLARE PANTS - Slim at the top, flared at the bottom.</p>","<p>The Kick &amp; Flare Pants bring a playful twist to classic tailoring. Fitted through the hips with a slight flare at the hem, they add movement and charm to any outfit&mdash;perfect for day-to-night versatility.</p>
<ul>
<li><strong>Product Details:</strong></li>
<li>Mid-rise</li>
<li>Side &amp; back pockets</li>
<li>Front zip &amp; button closure</li>
<li>Standard pant length is 42&rdquo;.</li>
<li>Incase you need the length to be shorter or longer, kindly mention at checkout.</li>
</ul>
<p><strong>Fabric Details:</strong></p>
<ul>
<li>Handwoven Cotton Ikat</li>
<li>100% cotton</li>
<li>100% cotton pocket lining</li>
<li>Handmade in India</li>
</ul>
<p><strong>Size &amp; Fit:</strong></p>
<ul>
<li>Model Uujasna is 5.8 ft., wearing size S with length 44&rdquo;</li>
<li>Her body measurements: Chest - 33&rdquo;, Waist - 27.5&rdquo;, Hip - 37&rdquo;</li>
<li>Fit: Regular</li>
</ul>","Handwoven Cotton, Ikat, womenswear",Women,BridesmaidWeddingSangeetMehendiEngagementHaldiReceptionCasual OutingsBrunchWorkwearTravelResort WearLounge WearCocktailSundownerNight WearRed CarpetDinner DateClubbing AnniversaryBaby ShowerBirthdayGraduationHousewarmingFarewell,0.00,"Women, Bottoms, Pants & Trousers",https://thechicindian.com/product-details-sku/fi24w19a,"2025-11-23 11:26:30","2025-11-23 11:26:30"
776,100849,Anushé Pirani,87,fi24w20,Paperbag Pants,"61046200","Handwoven Cotton Ikat                                                        - 100% cotton- Handmade in India- 100% cotton pocket lining, Handwoven Cotton Ikat                                                        
- 100% cotton
- Handmade in India
- 100% cotton pocket lining",WHITE,"1","fi24w20, fi24w20xswhite, fi24w20swhite, fi24w20mwhite, fi24w20lwhite, fi24w20xlwhite, fi24w202xlwhite",<p>PAPERBAG PANTS - High-waisted with a gathered top.</p>,"<p>The Paperbag Pants combine comfort with chic style. Featuring a high, cinched waist and a relaxed fit, they offer a flattering silhouette that&rsquo;s effortlessly elegant&mdash;perfect for dressing up or down.</p>
<p><strong>Product Details:</strong></p>
<ul>
<li>Elasticated Waist</li>
<li>Front drawstring</li>
<li>Side pockets</li>
</ul>
<p><strong>Fabric Details:</strong></p>
<ul>
<li>Handwoven Cotton Ikat</li>
<li>100% cotton</li>
<li>100% cotton pocket lining</li>
<li>Handmade in India</li>
</ul>
<p><strong>Size &amp; Fit:</strong></p>
<ul>
<li>Model Uujasna is 5.8 ft., wearing size XS</li>
<li>Her body measurements: Chest - 33&rdquo;, Waist - 27.5&rdquo;, Hip - 37&rdquo;</li>
<li>Fit: Regular</li>
</ul>","Handwoven Cotton, Ikat, womenswear",Women,BridesmaidWeddingSangeetMehendiEngagementHaldiReceptionCasual OutingsBrunchWorkwearTravelResort WearLounge WearCocktailSundownerNight WearRed CarpetDinner DateClubbing AnniversaryBaby ShowerBirthdayGraduationHousewarmingFarewell,0.00,"Women, Bottoms, Pants & Trousers",https://thechicindian.com/product-details-sku/fi24w20,"2025-11-23 11:26:30","2025-11-23 11:26:30"
777,100853,Anushé Pirani,87,fi24m01,Easy Breezy Kaftan,"61061000","Handwoven Cotton Ikat                                                        - 100% cotton- Handmade in India, Handwoven Cotton Ikat                                                        
- 100% cotton
- Handmade in India
",TURQUOISE,"1","fi24m01, fi24m01sturquoise, fi24m01mturquoise, fi24m01lturquoise, fi24m01xlturquoise, fi24m012xlturquoise",<p>Easy Breezy Kaftan Light and flowy for a laid-back look</p>,"<p>The Easy Breezy Kaftan offers relaxed sophistication with a modern edge. Designed with a loose fit and airy fabric, it&rsquo;s perfect for warm days or layered looks. Effortless and versatile, this piece brings comfort and style together with ease.</p>
<p><strong>Product Details:</strong></p>
<ul>
<li>Drop shoulder</li>
<li>Slip-on style</li>
<li>Single loop button</li>
<li>Patch pocket</li>
</ul>
<p><strong>Fabric Details:</strong></p>
<ul>
<li>Handwoven Cotton Ikat</li>
<li>100% cotton</li>
<li>Handmade in India</li>
</ul>
<p><strong>Size &amp; Fit:</strong></p>
<ul>
<li>Model Sanscar is 6.1 ft., wearing size M</li>
<li>His body measurements: Shoulder - 17&rdquo;, Chest - 37&rdquo;, Waist - 30&rdquo;</li>
<li>Fit: Oversized</li>
</ul>","Handwoven Cotton, Ikat,  menswear",Men,WeddingSangeetMehendiEngagementHaldiReceptionCasual OutingsBrunchWorkwearTravelResort WearLounge WearCocktailSundownerNight WearRed CarpetDinner DateClubbing AnniversaryBaby ShowerBirthdayGraduationHousewarmingFarewell,0.00,"Men, Shirts",https://thechicindian.com/product-details-sku/fi24m01,"2025-11-23 11:26:30","2025-11-23 11:26:30"
778,100855,Anushé Pirani,87,fi24m02,The Breakfast Shirt,"61061000","Handwoven Cotton Ikat                                                        - 100% cotton- Handmade in India, Handwoven Cotton Ikat                                                        
- 100% cotton
- Handmade in India
",WHITE,"1","fi24m02, fi24m02swhite, fi24m02mwhite, fi24m02lwhite, fi24m02xlwhite, fi24m022xlwhite",<p>The Breakfast Shirt Oversized and comfortable for easy mornings</p>,"<p>The Breakfast Shirt is all about effortless style and everyday comfort. With its relaxed fit and timeless appeal, it&rsquo;s the perfect go-to for laid-back mornings or casual outings. A versatile essential for the modern wardrobe.</p>
<p><strong>Product Details:</strong></p>
<ul>
<li>Camp collar</li>
<li>Button down</li>
</ul>
<p><strong>Fabric Details:</strong></p>
<ul>
<li>Handwoven Cotton Ikat</li>
<li>100% cotton</li>
<li>Handmade in India</li>
</ul>
<p><strong>Size &amp; Fit:</strong></p>
<ul>
<li>Model Sanscar is 6.1 ft., wearing size M</li>
<li>His body measurements: Shoulder - 17&rdquo;, Chest - 37&rdquo;, Waist - 30&rdquo;</li>
<li>Fit: Relaxed</li>
</ul>","Handwoven Cotton, Ikat,  menswear",Men,WeddingSangeetMehendiEngagementHaldiReceptionCasual OutingsBrunchWorkwearTravelResort WearLounge WearCocktailSundownerNight WearRed CarpetDinner DateClubbing AnniversaryBaby ShowerBirthdayGraduationHousewarmingFarewell,0.00,"Men, Shirts",https://thechicindian.com/product-details-sku/fi24m02,"2025-11-23 11:26:30","2025-11-23 11:26:30"
779,100859,Anushé Pirani,87,fi24m03,Club Collar Shirt,"61061000","Handwoven Cotton Ikat                                                        - 100% cotton- Handmade in India, Handwoven Cotton Ikat                                                        
- 100% cotton
- Handmade in India
",ROYAL BLUE,"1","fi24m03, fi24m03sroyalblue, fi24m03mroyalblue, fi24m03lroyalblue, fi24m03xlroyalblue, fi24m032xlroyalblue",<p>Club Collar Shirt A fresh twist on a classic collar</p>,"<p>The Club Collar Shirt adds a refined twist to the classic button-up. Featuring a distinctive rounded collar, it&rsquo;s understated yet unique&mdash;perfect for those who appreciate subtle details.</p>
<p><strong>Product Details:</strong></p>
<ul>
<li>Button down</li>
<li>Patch pocket</li>
</ul>
<p><strong>Fabric Details:</strong></p>
<ul>
<li>Handwoven Cotton Ikat</li>
<li>100% cotton</li>
<li>Handmade in India</li>
</ul>
<p><strong>Size &amp; Fit:</strong></p>
<ul>
<li>Model Sanscar is 6.1 ft., wearing size M</li>
<li>His body measurements: Shoulder - 17&rdquo;, Chest - 37&rdquo;, Waist - 30&rdquo;</li>
<li>Fit: Relaxed</li>
</ul>","Handwoven Cotton, Ikat,  menswear",Men,WeddingSangeetMehendiEngagementHaldiReceptionCasual OutingsBrunchWorkwearTravelResort WearLounge WearCocktailSundownerNight WearRed CarpetDinner DateClubbing AnniversaryBaby ShowerBirthdayGraduationHousewarmingFarewell,0.00,"Men, Shirts",https://thechicindian.com/product-details-sku/fi24m03,"2025-11-23 11:26:30","2025-11-23 11:26:30"
780,100861,Anushé Pirani,87,fi24m04,The T-Shirt Shirt,"61061000","Handwoven Cotton Ikat                                                        - 100% cotton- Handmade in India, Handwoven Cotton Ikat                                                        
- 100% cotton
- Handmade in India
",PINK,"1","fi24m04, fi24m04spink, fi24m04mpink, fi24m04lpink, fi24m04xlpink, fi24m042xlpink",<p>The T-shirt Shirt Blends t-shirt comfort with shirt style</p>,"<p>Our commitment to craftsmanship results in refined staples like this overshirt. It's designed with utility-inspired details, such as the flap, patch and welt pockets and topstitching. The sleeves feature exaggerated cuffs. Layer yours over basic tees or pick from our rage of shirts.</p>","Handwoven Cotton, Ikat,  menswear",Men,WeddingSangeetMehendiEngagementHaldiReceptionCasual OutingsBrunchWorkwearTravelResort WearLounge WearCocktailSundownerNight WearRed CarpetDinner DateClubbing AnniversaryBaby ShowerBirthdayGraduationHousewarmingFarewell,0.00,"Men, Tops, Shirts",https://thechicindian.com/product-details-sku/fi24m04,"2025-11-23 11:26:30","2025-11-23 11:26:30"
781,100865,Anushé Pirani,87,fi24m05,The Royal Raglan,"61061000","Handwoven Cotton Ikat                                                        - 100% cotton- Handmade in India, Handwoven Cotton Ikat                                                        
- 100% cotton
- Handmade in India
",ROYAL BLUE,"1","fi24m05, fi24m05sroyalblue","<p>The Royal Raglan, an elevated shirt that combines sporty comfort and style!</p>
<p>&nbsp;</p>","<p>The Royal Raglan combines sporty comfort with elevated style. Featuring classic raglan sleeves and a relaxed fit, it&rsquo;s designed for easy movement and a polished look. Perfect for dressing up casual days with a refined edge.</p>
<p><strong>Product Details:</strong></p>
<ul>
<li>Raglan sleeves</li>
<li>Curved hem</li>
</ul>
<p><strong>Fabric Details:</strong></p>
<ul>
<li>Handwoven Cotton Ikat</li>
<li>100% cotton</li>
<li>Handmade in India</li>
</ul>
<p><strong>Size &amp; Fit:</strong></p>
<ul>
<li>Model Sanscar is 6.1 ft., wearing size M</li>
<li>His body measurements: Shoulder - 17&rdquo;, Chest - 37&rdquo;, Waist - 30&rdquo;</li>
<li>Fit: Relaxed</li>
</ul>","Handwoven Cotton, Ikat,  menswear",Men,WeddingSangeetMehendiEngagementHaldiReceptionCasual OutingsBrunchWorkwearTravelResort WearLounge WearCocktailSundownerNight WearRed CarpetDinner DateClubbing AnniversaryBaby ShowerBirthdayGraduationHousewarmingFarewell,0.00,"Men, Shirts",https://thechicindian.com/product-details-sku/fi24m05,"2025-11-23 11:26:30","2025-11-23 11:26:30"
